InvoiceID,CustomerID,InvoiceDate,ProductCategory,ProductID,Quantity,UnitPrice,DiscountPct,PaymentMethod,Returned
INV102271,C1513,2024-06-21 20:43:00,Home,P507,1,999,30,Wallet,0
INV102272,C1312,2025-06-18 00:11:00,Fashion,P859,5,299,0,Wallet,0
INV102273,C1255,2024-10-08 12:32:00,Home,P169,5,2499,20,Card,0
INV102274,C1700,2025-07-26 11:11:00,Books,P390,3,1499,15,NetBanking,0
INV102275,C1583,2025-05-05 06:37:00,Grocery,P934,3,2499,15,NetBanking,0
INV102276,C1682,2025-04-07 17:25:00,Books,P858,1,199,0,Card,0
INV102277,C1282,2025-05-14 23:02:00,Electronics,P385,5,799,0,Cash,0
INV102278,C1552,2025-12-24 16:53:00,Grocery,P519,2,4999,30,Wallet,0
INV102279,C1831,2024-10-24 21:46:00,Sports,P471,3,4999,5,Card,0
INV102280,C1947,2025-08-29 12:33:00,Electronics,P301,4,999,20,Card,0
INV102281,C1317,2025-05-16 16:33:00,Electronics,P800,4,1499,10,NetBanking,0
INV102282,C1727,2024-06-05 02:19:00,Electronics,P355,5,1499,10,Card,0
INV102283,C1797,2025-02-01 09:01:00,Sports,P910,2,4999,10,Card,0
INV102284,C1510,2025-11-29 07:30:00,Books,P183,4,4999,10,Wallet,1
INV102285,C1998,2024-03-08 07:01:00,Electronics,P149,4,199,5,Card,1
INV102286,C1666,2024-12-06 16:23:00,Fashion,P188,5,4999,0,Card,0
INV102287,C1027,2025-03-02 07:40:00,Electronics,P669,5,299,15,NetBanking,1
INV102288,C1687,2025-08-18 10:28:00,Electronics,P934,4,999,20,Cash,0
INV102289,C1619,2025-07-12 01:12:00,Sports,P391,3,999,15,Card,0
INV102290,C1373,2024-09-26 07:24:00,Sports,P601,4,4999,10,Wallet,0
INV102291,C1963,2024-05-11 00:45:00,Fashion,P796,5,1499,0,Wallet,0
INV102292,C1983,2025-08-31 15:03:00,Books,P830,1,199,15,NetBanking,0
INV102293,C1061,2024-07-29 08:03:00,Grocery,P482,1,199,15,Cash,0
INV102294,C1646,2024-06-29 18:31:00,Books,P418,3,499,20,NetBanking,0
INV102295,C1410,2024-01-29 08:52:00,Fashion,P434,4,2499,5,UPI,0
INV102296,C1153,2024-12-09 03:53:00,Fashion,P899,4,499,10,Card,1
INV102297,C1348,2024-04-28 04:59:00,Fashion,P875,5,499,30,NetBanking,0
INV102298,C1136,2025-11-11 08:50:00,Home,P875,1,299,15,UPI,0
INV102299,C1367,2025-03-19 06:27:00,Electronics,P267,1,299,20,Card,0
INV102300,C1604,2025-09-22 17:24:00,Grocery,P259,5,299,30,Card,0
INV102301,C1153,2025-02-14 02:21:00,Electronics,P610,5,4999,0,NetBanking,0
INV102302,C1486,2025-09-28 08:42:00,Grocery,P499,5,799,0,NetBanking,0
INV102303,C1654,2025-05-20 21:48:00,Home,P393,2,999,30,Cash,1
INV102304,C1170,2024-02-23 15:38:00,Sports,P847,5,799,5,UPI,0
INV102305,C1866,2024-03-14 04:54:00,Grocery,P765,1,4999,10,NetBanking,1
INV102306,C1316,2024-05-22 09:24:00,Home,P954,2,1499,0,Card,0
INV102307,C1278,2024-10-15 19:36:00,Books,P898,3,199,15,Card,0
INV102308,C1292,2025-07-30 09:39:00,Sports,P180,3,499,10,Wallet,0
INV102309,C1658,2024-10-17 04:00:00,Home,P392,3,199,10,Cash,0
INV102310,C1184,2025-02-18 13:32:00,Home,P337,1,199,0,NetBanking,0
INV102311,C1263,2024-02-19 04:25:00,Sports,P232,1,799,20,UPI,0
INV102312,C1954,2024-05-03 22:18:00,Books,P959,2,299,30,Wallet,0
INV102313,C1532,2025-12-29 20:33:00,Sports,P311,4,4999,15,Wallet,1
INV102314,C1481,2025-11-05 02:26:00,Fashion,P788,1,199,0,Cash,0
INV102315,C1617,2024-06-09 21:18:00,Electronics,P651,2,4999,5,Cash,0
INV102316,C1027,2024-11-24 01:52:00,Electronics,P867,4,199,20,Cash,0
INV102317,C1970,2025-09-06 09:21:00,Fashion,P241,3,799,0,UPI,0
INV102318,C1802,2024-11-04 16:58:00,Electronics,P344,3,2499,30,Wallet,0
INV102319,C1183,2024-11-01 20:45:00,Grocery,P795,2,199,15,Card,0
INV102320,C1934,2025-11-13 15:12:00,Home,P712,1,299,0,Cash,1
INV102321,C1801,2025-08-22 19:02:00,Fashion,P773,2,799,30,Wallet,0
INV102322,C1499,2025-01-20 05:51:00,Books,P508,1,2499,0,NetBanking,1
INV102323,C1616,2025-08-20 01:22:00,Fashion,P981,4,299,5,UPI,1
INV102324,C1918,2024-09-09 11:16:00,Grocery,P862,4,299,5,Cash,0
INV102325,C1874,2025-08-05 22:51:00,Electronics,P923,4,4999,20,Wallet,1
INV102326,C1784,2025-06-20 04:03:00,Books,P305,3,4999,20,UPI,0
INV102327,C1152,2024-10-26 06:52:00,Books,P378,4,4999,10,Card,0
INV102328,C1930,2024-07-17 07:28:00,Grocery,P554,5,999,30,Card,1
INV102329,C1830,2025-10-05 00:10:00,Sports,P552,1,4999,30,Cash,1
INV102330,C1634,2024-10-18 16:50:00,Home,P619,2,1499,5,NetBanking,1
INV102331,C1419,2024-02-03 19:28:00,Electronics,P952,1,499,20,NetBanking,0
INV102332,C1884,2025-01-08 07:51:00,Fashion,P431,5,2499,5,Cash,0
INV102333,C1791,2024-04-22 09:21:00,Sports,P899,3,999,5,NetBanking,1
INV102334,C1824,2025-10-12 03:07:00,Grocery,P474,1,299,30,Card,0
INV102335,C1663,2025-03-08 22:13:00,Electronics,P679,3,299,30,NetBanking,0
INV102336,C1469,2025-08-17 08:43:00,Books,P897,4,799,30,NetBanking,0
INV102337,C1996,2024-07-30 15:47:00,Books,P641,2,199,20,Cash,0
INV102338,C1352,2024-05-16 16:17:00,Electronics,P759,1,799,30,Wallet,0
INV102339,C1840,2024-11-03 17:02:00,Books,P943,1,999,0,UPI,0
INV102340,C1293,2025-07-09 08:40:00,Fashion,P335,5,199,30,NetBanking,0
INV102341,C1281,2025-01-07 23:35:00,Home,P297,3,4999,30,Cash,0
INV102342,C1549,2025-08-08 02:38:00,Books,P126,4,499,5,Wallet,1
INV102343,C1343,2025-01-27 12:05:00,Grocery,P364,4,799,0,Card,0
INV102344,C1896,2025-02-20 19:19:00,Books,P138,5,499,10,Cash,0
INV102345,C1452,2024-11-27 03:57:00,Fashion,P662,2,999,15,UPI,1
INV102346,C1811,2024-04-07 12:04:00,Fashion,P537,2,799,0,Cash,0
INV102347,C1330,2024-01-18 23:18:00,Books,P390,5,999,0,Wallet,0
INV102348,C1856,2024-06-19 11:22:00,Fashion,P465,2,2499,10,NetBanking,0
INV102349,C1943,2024-06-19 20:29:00,Home,P572,4,1499,15,NetBanking,1
INV102350,C1111,2024-02-01 18:29:00,Books,P142,3,1499,20,Wallet,0
INV102351,C1027,2025-07-01 01:22:00,Grocery,P281,1,199,15,UPI,0
INV102352,C1997,2025-02-01 19:20:00,Grocery,P792,4,199,10,NetBanking,0
INV102353,C1631,2024-08-18 04:39:00,Books,P503,1,199,20,NetBanking,0
INV102354,C1206,2024-04-05 17:54:00,Sports,P910,1,299,15,UPI,0
INV102355,C1449,2024-06-06 09:16:00,Home,P723,5,2499,20,Card,0
INV102356,C1099,2025-08-23 02:22:00,Home,P279,5,999,10,Wallet,0
INV102357,C1486,2025-12-09 15:37:00,Home,P685,5,799,5,UPI,0
INV102358,C1138,2025-12-12 20:34:00,Electronics,P924,2,2499,5,Wallet,0
INV102359,C1998,2025-02-26 18:23:00,Fashion,P586,5,2499,0,Wallet,0
INV102360,C1054,2024-04-02 20:54:00,Books,P230,3,2499,20,UPI,0
INV102361,C1171,2024-11-24 19:20:00,Home,P448,4,999,15,Wallet,1
INV102362,C1865,2025-07-28 13:59:00,Books,P839,3,1499,30,NetBanking,0
INV102363,C1361,2024-10-01 17:10:00,Home,P403,5,299,20,NetBanking,0
INV102364,C1377,2025-11-08 10:12:00,Home,P400,5,199,20,UPI,0
INV102365,C1751,2024-12-24 04:04:00,Electronics,P175,5,299,0,Wallet,0
INV102366,C1937,2025-11-18 05:28:00,Home,P992,1,4999,5,Card,0
INV102367,C1945,2024-10-18 18:45:00,Books,P403,3,199,0,Cash,1
INV102368,C1183,2024-12-23 05:18:00,Home,P999,5,4999,15,NetBanking,0
INV102369,C1927,2025-01-19 10:33:00,Grocery,P215,2,199,5,Wallet,0
INV102370,C1883,2025-06-04 09:44:00,Electronics,P354,3,2499,5,UPI,0
INV102371,C1689,2025-08-27 02:34:00,Sports,P864,3,1499,30,UPI,0
INV102372,C1508,2024-10-03 13:09:00,Electronics,P515,5,299,20,Wallet,1
INV102373,C1495,2024-09-07 02:56:00,Books,P946,1,499,30,Cash,0
INV102374,C1053,2025-04-10 16:14:00,Fashion,P477,2,4999,0,NetBanking,0
INV102375,C1217,2024-03-30 12:54:00,Books,P808,2,499,0,NetBanking,0
INV102376,C1364,2025-05-10 17:32:00,Home,P829,4,1499,30,Card,0
INV102377,C1114,2024-05-27 03:05:00,Grocery,P738,2,299,30,Card,1
INV102378,C1439,2025-12-14 13:38:00,Sports,P931,5,199,30,Wallet,1
INV102379,C1270,2024-12-06 14:43:00,Electronics,P807,3,199,5,NetBanking,0
INV102380,C1785,2025-01-20 00:23:00,Home,P375,5,2499,20,Cash,1
INV102381,C1639,2024-05-23 20:35:00,Home,P343,2,2499,10,Card,0
INV102382,C1967,2025-12-04 19:34:00,Sports,P828,3,999,20,UPI,1
INV102383,C1403,2024-12-25 17:45:00,Sports,P828,4,999,0,Wallet,0
INV102384,C1784,2025-06-03 12:10:00,Books,P112,1,799,0,NetBanking,0
INV102385,C1916,2024-07-20 14:58:00,Electronics,P751,1,2499,10,Card,0
INV102386,C1843,2024-11-02 00:03:00,Books,P632,5,4999,5,Cash,0
INV102387,C1635,2025-08-22 15:07:00,Books,P519,1,999,0,Card,0
INV102388,C1564,2024-10-23 12:01:00,Home,P362,3,199,10,NetBanking,0
INV102389,C1474,2025-08-25 15:30:00,Fashion,P797,1,999,30,Cash,0
INV102390,C1714,2025-02-01 13:10:00,Electronics,P369,3,4999,0,UPI,0
INV102391,C1393,2024-01-06 00:02:00,Grocery,P341,1,999,5,Wallet,1
INV102392,C1220,2025-04-12 11:19:00,Fashion,P268,2,199,20,Cash,0
INV102393,C1498,2025-09-29 20:20:00,Home,P872,3,299,30,UPI,1
INV102394,C1494,2024-04-05 07:37:00,Electronics,P615,4,499,0,Cash,0
INV102395,C1406,2025-07-27 07:53:00,Sports,P872,5,999,30,Card,0
INV102396,C1139,2025-10-06 00:23:00,Fashion,P484,5,1499,5,Card,1
INV102397,C1952,2024-05-29 08:34:00,Home,P745,2,999,5,Card,0
INV102398,C1547,2025-09-27 16:44:00,Grocery,P692,3,299,15,Cash,1
INV102399,C1360,2025-03-13 22:12:00,Home,P342,1,199,20,UPI,0
INV102400,C1530,2024-04-08 12:56:00,Grocery,P383,2,199,0,Cash,1
INV102401,C1525,2025-03-19 08:46:00,Electronics,P625,4,299,0,Card,1
INV102402,C1034,2024-08-03 13:01:00,Electronics,P436,1,999,15,NetBanking,1
INV102403,C1108,2025-10-24 13:12:00,Fashion,P267,2,199,30,NetBanking,0
INV102404,C1990,2024-04-03 22:52:00,Books,P849,4,2499,15,NetBanking,0
INV102405,C1959,2025-09-05 09:55:00,Grocery,P640,4,4999,10,UPI,1
INV102406,C1850,2025-12-24 02:22:00,Sports,P267,1,4999,20,NetBanking,0
INV102407,C1991,2024-06-21 03:56:00,Electronics,P961,1,999,30,NetBanking,0
INV102408,C1207,2024-10-20 19:31:00,Home,P211,3,299,20,Card,1
INV102409,C1435,2025-02-20 12:10:00,Sports,P793,2,499,20,NetBanking,0
INV102410,C1893,2025-03-28 19:46:00,Fashion,P377,5,499,30,UPI,0
INV102411,C1798,2024-12-23 16:44:00,Home,P875,3,999,5,Card,0
INV102412,C1815,2025-04-05 10:07:00,Grocery,P548,3,799,10,UPI,0
INV102413,C1350,2025-03-27 07:12:00,Books,P863,2,799,30,UPI,1
INV102414,C1979,2024-12-07 21:22:00,Sports,P709,2,199,30,UPI,0
INV102415,C1086,2024-05-16 22:03:00,Electronics,P602,3,499,5,Wallet,0
INV102416,C1197,2024-12-22 03:51:00,Grocery,P417,4,799,20,Cash,0
INV102417,C1985,2024-12-25 23:10:00,Grocery,P428,2,999,5,UPI,0
INV102418,C1401,2024-06-22 10:24:00,Sports,P511,4,799,15,NetBanking,0
INV102419,C1549,2025-11-09 16:29:00,Books,P865,2,799,5,Cash,0
INV102420,C1577,2024-07-15 10:52:00,Sports,P144,4,499,0,Wallet,0
INV102421,C1078,2025-08-30 06:40:00,Fashion,P431,2,2499,15,Card,0
INV102422,C1935,2025-06-30 02:37:00,Fashion,P172,5,4999,0,UPI,0
INV102423,C1616,2025-10-21 18:22:00,Electronics,P959,1,199,10,Wallet,0
INV102424,C1250,2024-09-29 15:14:00,Sports,P295,2,2499,10,Wallet,0
INV102425,C1724,2025-07-29 06:52:00,Home,P356,5,4999,0,UPI,0
INV102426,C1476,2025-11-07 18:35:00,Electronics,P639,1,2499,5,Wallet,0
INV102427,C1740,2025-02-11 11:57:00,Fashion,P647,5,2499,0,UPI,1
INV102428,C1099,2025-11-07 18:00:00,Fashion,P410,1,799,30,Wallet,0
INV102429,C1432,2025-11-23 05:32:00,Electronics,P569,1,999,15,NetBanking,0
INV102430,C1770,2025-12-08 05:59:00,Home,P835,3,2499,15,Wallet,0
INV102431,C1536,2025-06-10 23:04:00,Sports,P843,5,1499,5,Wallet,0
INV102432,C1146,2025-07-09 14:53:00,Fashion,P748,4,4999,5,Wallet,0
INV102433,C1710,2024-02-07 23:52:00,Books,P499,1,299,20,Wallet,0
INV102434,C1054,2025-05-20 01:55:00,Books,P987,4,199,15,NetBanking,0
INV102435,C1929,2025-07-05 04:41:00,Home,P321,1,999,5,Card,0
INV102436,C1013,2025-12-15 07:19:00,Books,P339,4,4999,0,NetBanking,1
INV102437,C1576,2025-09-02 09:37:00,Home,P894,4,799,10,Cash,0
INV102438,C1343,2025-08-04 07:32:00,Grocery,P729,1,499,0,UPI,0
INV102439,C1420,2024-03-12 17:39:00,Fashion,P535,5,299,30,Card,0
INV102440,C1775,2024-05-03 20:45:00,Home,P150,5,4999,15,Cash,0
INV102441,C1632,2024-06-02 10:57:00,Electronics,P365,3,4999,30,Wallet,0
INV102442,C1341,2025-12-11 21:16:00,Grocery,P841,3,1499,15,Cash,0
INV102443,C1826,2025-03-07 13:47:00,Sports,P715,1,799,5,Card,0
INV102444,C1140,2024-08-31 11:33:00,Grocery,P127,1,299,0,UPI,1
INV102445,C1853,2025-09-20 21:49:00,Books,P513,4,999,0,NetBanking,0
INV102446,C1395,2024-04-12 19:44:00,Fashion,P701,5,199,30,Cash,0
INV102447,C1838,2025-08-04 05:17:00,Electronics,P424,1,499,15,Cash,0
INV102448,C1492,2025-03-05 18:46:00,Electronics,P601,1,1499,20,Cash,1
INV102449,C1278,2025-08-25 03:34:00,Grocery,P794,3,4999,30,Wallet,0
INV102450,C1200,2025-01-25 15:51:00,Home,P330,5,999,15,Card,0
INV102451,C1459,2025-07-18 04:31:00,Books,P640,5,999,15,Cash,0
INV102452,C1039,2025-10-05 06:54:00,Grocery,P947,3,999,30,Cash,0
INV102453,C1333,2024-12-23 07:17:00,Home,P640,5,1499,15,UPI,0
INV102454,C1566,2025-02-10 05:37:00,Electronics,P407,1,299,30,UPI,1
INV102455,C1428,2025-10-17 15:15:00,Electronics,P261,1,4999,10,Card,0
INV102456,C1856,2024-08-14 08:18:00,Sports,P552,5,299,5,Card,0
INV102457,C1719,2024-03-31 06:07:00,Sports,P445,4,799,5,Wallet,1
INV102458,C1584,2025-02-16 21:09:00,Home,P395,1,499,0,Wallet,0
INV102459,C1777,2024-10-14 01:02:00,Fashion,P710,5,4999,20,Wallet,0
INV102460,C1011,2025-02-11 17:05:00,Books,P943,4,1499,10,Card,0
INV102461,C1131,2024-02-15 17:40:00,Fashion,P599,3,299,20,UPI,0
INV102462,C1779,2025-07-29 02:57:00,Sports,P378,3,199,15,Cash,0
INV102463,C1226,2024-11-12 20:27:00,Books,P498,3,499,15,NetBanking,0
INV102464,C1314,2024-04-04 05:27:00,Grocery,P519,2,999,0,Wallet,0
INV102465,C1411,2025-06-24 02:13:00,Fashion,P220,1,2499,30,Cash,0
INV102466,C1230,2024-07-03 04:58:00,Electronics,P782,4,2499,30,NetBanking,0
INV102467,C1689,2024-08-22 18:01:00,Home,P948,2,199,15,Cash,0
INV102468,C1028,2025-09-11 06:32:00,Grocery,P216,2,1499,15,NetBanking,0
INV102469,C1051,2024-04-27 15:35:00,Fashion,P677,4,4999,10,Wallet,0
INV102470,C1651,2024-03-04 09:28:00,Electronics,P113,5,299,20,UPI,0
INV102471,C1028,2024-06-06 05:06:00,Grocery,P241,5,2499,0,UPI,0
INV102472,C1297,2024-03-26 07:54:00,Sports,P420,5,4999,20,Wallet,1
INV102473,C1685,2024-10-13 13:18:00,Home,P750,4,199,20,NetBanking,1
INV102474,C1490,2025-06-06 05:47:00,Grocery,P603,5,199,0,Cash,0
INV102475,C1211,2025-07-24 00:51:00,Sports,P966,4,4999,0,Wallet,1
INV102476,C1897,2024-04-06 16:44:00,Home,P292,4,499,10,Wallet,0
INV102477,C1383,2024-01-05 20:01:00,Grocery,P150,1,1499,5,Cash,1
INV102478,C1679,2025-12-06 17:49:00,Fashion,P922,2,299,30,Cash,1
INV102479,C1701,2025-01-29 02:13:00,Home,P431,3,2499,20,Wallet,1
INV102480,C1103,2025-04-03 14:25:00,Sports,P875,5,999,15,Wallet,0
INV102481,C1672,2025-08-01 13:54:00,Books,P433,3,199,15,Cash,0
INV102482,C1705,2024-08-28 02:44:00,Fashion,P194,5,1499,15,UPI,1
INV102483,C1427,2025-10-05 11:08:00,Fashion,P548,4,299,5,Cash,1
INV102484,C1375,2025-11-09 15:37:00,Fashion,P999,1,799,30,NetBanking,0
INV102485,C1946,2025-01-04 04:48:00,Books,P103,2,499,20,Card,0
INV102486,C1061,2024-12-22 10:23:00,Electronics,P689,3,799,0,NetBanking,1
INV102487,C1961,2025-09-16 09:05:00,Fashion,P985,2,2499,30,UPI,0
INV102488,C1659,2025-03-01 02:13:00,Grocery,P234,4,199,0,Cash,0
INV102489,C1101,2024-08-20 20:33:00,Electronics,P940,1,999,5,UPI,1
INV102490,C1669,2025-05-30 09:47:00,Fashion,P474,1,299,15,UPI,0
INV102491,C1390,2025-02-24 20:02:00,Home,P679,3,199,5,UPI,0
INV102492,C1405,2025-05-20 14:59:00,Grocery,P665,2,1499,30,Cash,0
INV102493,C1208,2025-04-20 04:00:00,Fashion,P371,2,299,15,NetBanking,0
INV102494,C1914,2024-01-16 03:10:00,Fashion,P293,2,2499,30,NetBanking,0
INV102495,C1261,2025-11-26 21:06:00,Sports,P656,4,4999,0,Wallet,0
INV102496,C1471,2024-03-22 19:26:00,Fashion,P902,1,799,5,UPI,1
INV102497,C1069,2024-05-30 18:40:00,Books,P533,1,799,20,Cash,0
INV102498,C1607,2025-12-22 07:19:00,Home,P978,1,799,10,Card,0
INV102499,C1929,2025-08-27 01:45:00,Home,P698,5,799,10,Cash,1
INV102500,C1277,2025-02-15 07:02:00,Grocery,P592,5,799,10,NetBanking,0
INV102501,C1393,2025-12-26 02:46:00,Grocery,P884,2,1499,10,Wallet,0
INV102502,C1983,2024-05-23 10:34:00,Sports,P508,5,999,20,UPI,0
INV102503,C1991,2025-04-08 15:21:00,Sports,P921,2,1499,5,NetBanking,0
INV102504,C1692,2025-11-02 05:38:00,Fashion,P833,1,1499,20,NetBanking,0
INV102505,C1620,2024-02-13 15:25:00,Electronics,P135,5,299,15,Wallet,0
INV102506,C1412,2024-05-25 10:35:00,Sports,P789,3,1499,15,Card,0
INV102507,C1466,2024-02-13 03:52:00,Grocery,P407,2,799,5,NetBanking,1
INV102508,C1842,2025-02-06 14:02:00,Grocery,P349,1,2499,15,Cash,0
INV102509,C1862,2025-04-07 08:18:00,Books,P924,3,999,20,UPI,0
INV102510,C1734,2024-06-05 12:53:00,Fashion,P568,2,2499,30,Cash,1
INV102511,C1283,2024-03-21 14:56:00,Fashion,P295,1,1499,30,Wallet,0
INV102512,C1729,2025-03-23 04:09:00,Books,P632,2,999,5,NetBanking,0
INV102513,C1278,2024-06-27 23:04:00,Books,P151,3,1499,10,Cash,0
INV102514,C1047,2024-04-24 07:15:00,Home,P208,4,4999,20,Card,0
INV102515,C1893,2025-02-16 05:04:00,Home,P806,1,499,10,Card,0
INV102516,C1992,2024-02-16 06:04:00,Fashion,P509,2,499,5,Wallet,0
INV102517,C1307,2025-02-15 20:52:00,Fashion,P292,1,4999,15,Card,0
INV102518,C1485,2024-03-17 15:53:00,Sports,P781,2,199,20,Cash,1
INV102519,C1644,2025-02-28 21:54:00,Fashion,P453,4,1499,10,Cash,0
INV102520,C1088,2025-09-19 19:33:00,Home,P751,3,299,5,Wallet,1
INV102521,C1082,2025-11-24 06:19:00,Grocery,P743,4,999,5,NetBanking,0
INV102522,C1479,2025-07-05 21:45:00,Home,P563,5,1499,20,UPI,0
INV102523,C1180,2025-09-13 23:52:00,Books,P366,2,499,20,Wallet,0
INV102524,C1504,2024-11-05 21:21:00,Books,P943,4,199,15,Cash,0
INV102525,C1734,2025-05-07 15:29:00,Sports,P642,5,4999,15,Card,0
INV102526,C1651,2024-12-20 17:27:00,Books,P583,3,2499,0,Wallet,0
INV102527,C1179,2024-03-30 17:17:00,Home,P462,2,999,15,UPI,0
INV102528,C1814,2025-09-04 19:24:00,Home,P895,2,499,0,Cash,0
INV102529,C1952,2025-07-21 05:15:00,Home,P440,2,299,5,Card,0
INV102530,C1251,2025-01-25 06:24:00,Books,P914,4,1499,0,Cash,1
INV102531,C1684,2025-11-25 09:48:00,Home,P985,3,199,0,Wallet,0
INV102532,C1727,2025-05-24 06:15:00,Home,P213,4,4999,15,UPI,0
INV102533,C1951,2025-08-16 04:03:00,Books,P912,1,499,20,Wallet,1
INV102534,C1238,2024-08-13 14:20:00,Fashion,P667,4,299,5,Card,0
INV102535,C1330,2025-06-02 19:06:00,Home,P866,1,4999,0,Wallet,1
INV102536,C1104,2024-10-14 16:50:00,Sports,P836,4,799,10,NetBanking,1
INV102537,C1664,2025-12-08 02:12:00,Grocery,P454,1,999,30,Wallet,0
INV102538,C1670,2025-01-29 09:57:00,Books,P584,4,2499,30,Cash,1
INV102539,C1900,2025-01-26 21:53:00,Electronics,P189,3,199,20,Cash,0
INV102540,C1547,2025-11-21 16:49:00,Fashion,P904,2,799,20,UPI,0
INV102541,C1559,2025-05-02 04:12:00,Sports,P296,1,2499,5,Card,1
INV102542,C1782,2025-12-03 19:43:00,Electronics,P762,1,999,10,Card,1
INV102543,C1356,2024-06-05 08:54:00,Grocery,P186,1,4999,30,Cash,0
INV102544,C1972,2025-12-16 23:12:00,Grocery,P706,3,999,10,Cash,1
INV102545,C1324,2025-09-12 23:47:00,Fashion,P988,4,1499,20,Card,1
INV102546,C1155,2024-05-16 05:44:00,Sports,P146,1,299,5,Card,0
INV102547,C1898,2025-01-02 06:37:00,Grocery,P517,1,999,15,UPI,0
INV102548,C1172,2025-05-08 01:27:00,Electronics,P398,4,299,15,Card,0
INV102549,C1146,2024-03-03 07:45:00,Books,P691,2,999,15,NetBanking,0
INV102550,C1271,2024-04-20 07:56:00,Home,P585,5,1499,15,NetBanking,0
INV102551,C1507,2024-06-20 05:40:00,Grocery,P589,1,1499,15,Card,0
INV102552,C1869,2024-03-22 03:55:00,Books,P721,1,999,15,Wallet,0
INV102553,C1648,2025-05-17 20:41:00,Fashion,P118,1,299,30,Card,0
INV102554,C1940,2025-04-30 07:00:00,Electronics,P879,4,4999,5,Wallet,0
INV102555,C1576,2025-03-25 08:36:00,Sports,P380,2,299,15,Cash,1
INV102556,C1465,2024-06-11 09:23:00,Electronics,P260,4,1499,20,Cash,0
INV102557,C1425,2024-12-07 18:56:00,Grocery,P847,5,299,20,Cash,1
INV102558,C1751,2025-12-24 14:27:00,Electronics,P971,3,299,5,Card,1
INV102559,C1805,2024-09-08 17:47:00,Fashion,P809,2,199,30,UPI,0
INV102560,C1049,2024-10-30 13:04:00,Home,P592,1,299,0,UPI,0
INV102561,C1686,2025-11-03 18:18:00,Grocery,P847,5,4999,10,UPI,0
INV102562,C1366,2024-01-24 14:23:00,Sports,P169,1,999,30,NetBanking,0
INV102563,C1743,2025-08-14 12:06:00,Fashion,P776,1,799,30,Wallet,1
INV102564,C1120,2025-06-03 09:56:00,Sports,P221,1,199,15,UPI,1
INV102565,C1730,2025-03-03 11:12:00,Grocery,P993,2,2499,5,NetBanking,1
INV102566,C1236,2025-02-21 11:27:00,Books,P253,2,799,5,Wallet,0
INV102567,C1732,2024-11-07 06:04:00,Electronics,P797,1,799,15,UPI,0
INV102568,C1656,2024-05-22 11:14:00,Fashion,P513,5,4999,30,UPI,1
INV102569,C1799,2025-10-24 23:28:00,Electronics,P742,1,499,10,UPI,0
INV102570,C1794,2024-06-09 21:41:00,Fashion,P715,3,999,5,NetBanking,0
INV102571,C1765,2025-03-01 09:17:00,Sports,P450,2,1499,0,Cash,0
INV102572,C1929,2025-02-28 02:54:00,Sports,P903,1,499,5,UPI,0
INV102573,C1757,2025-07-26 15:31:00,Sports,P433,2,1499,20,Cash,1
INV102574,C1828,2025-07-10 08:49:00,Fashion,P620,3,199,0,Cash,0
INV102575,C1923,2024-05-25 20:43:00,Electronics,P301,1,299,15,Wallet,1
INV102576,C1172,2025-02-03 10:14:00,Books,P884,5,999,0,NetBanking,0
INV102577,C1486,2024-06-23 19:03:00,Books,P403,1,199,5,Card,0
INV102578,C1816,2025-09-25 15:17:00,Sports,P380,1,499,5,Cash,0
INV102579,C1010,2025-10-06 18:08:00,Fashion,P430,3,799,20,NetBanking,0
INV102580,C1630,2024-01-02 21:54:00,Sports,P684,4,999,0,Wallet,0
INV102581,C1033,2024-01-18 01:44:00,Grocery,P468,4,2499,10,UPI,0
INV102582,C1107,2025-07-17 19:29:00,Books,P466,5,199,15,Wallet,1
INV102583,C1906,2024-11-29 01:38:00,Books,P310,3,4999,10,UPI,1
INV102584,C1890,2025-11-24 16:11:00,Electronics,P522,4,1499,0,Wallet,0
INV102585,C1816,2024-02-21 13:17:00,Grocery,P186,5,999,10,Cash,0
INV102586,C1475,2024-08-09 21:17:00,Electronics,P282,4,199,0,Card,0
INV102587,C1451,2024-02-15 12:20:00,Electronics,P785,4,4999,15,NetBanking,0
INV102588,C1964,2025-09-24 00:37:00,Books,P467,5,2499,10,UPI,0
INV102589,C1094,2025-11-15 03:24:00,Grocery,P857,5,999,10,Wallet,0
INV102590,C1525,2025-12-03 10:19:00,Books,P577,4,1499,10,Cash,0
INV102591,C1919,2024-03-03 21:39:00,Sports,P744,5,4999,5,Cash,1
INV102592,C1554,2024-01-16 02:49:00,Sports,P386,2,499,10,UPI,0
INV102593,C1247,2024-06-07 15:41:00,Books,P279,1,799,15,NetBanking,0
INV102594,C1620,2025-03-27 12:42:00,Home,P695,5,799,0,Card,0
INV102595,C1082,2025-05-07 00:14:00,Sports,P768,5,299,30,Wallet,0
INV102596,C1394,2025-08-05 11:53:00,Grocery,P847,1,499,30,NetBanking,0
INV102597,C1337,2025-10-30 20:04:00,Electronics,P693,3,1499,15,Wallet,0
INV102598,C1456,2025-05-12 16:01:00,Books,P109,5,499,10,Card,1
INV102599,C1868,2025-12-26 19:01:00,Electronics,P189,4,4999,30,UPI,0
INV102600,C1207,2024-04-03 03:19:00,Sports,P311,1,299,0,UPI,0
INV102601,C1274,2025-07-16 01:26:00,Electronics,P731,2,199,10,UPI,0
INV102602,C1506,2024-08-22 16:42:00,Home,P631,3,199,15,Wallet,0
